source,mlbam_id,fg_id,player_name,team,adp,overall_rank,format,market_timing_estimate,fantasypros_adp,rotowire_adp,fallback_adp,adp_method,notes
workspace-baseline-2026,806252,,Ralphy Velazquez,CLE,1587.0,1588,10-team dynasty startup snake,Reserve / Late,,,1587.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,664954,,Brett Sullivan,COL,1588.0,1589,10-team dynasty startup snake,Reserve / Late,,,1588.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,815873,,Sean Keys,TOR,1589.0,1590,10-team dynasty startup snake,Reserve / Late,,,1589.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,656541,,Sam Hilliard,FA,1590.0,1591,10-team dynasty startup snake,Reserve / Late,,,1590.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,701616,,Caleb Lomavita,WSH,1591.0,1592,10-team dynasty startup snake,Reserve / Late,,,1591.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,699114,,Leo Balcazar,CIN,1592.0,1593,10-team dynasty startup snake,Reserve / Late,,,1592.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,703676,,Ethan Frey,HOU,1593.0,1594,10-team dynasty startup snake,Reserve / Late,,,1593.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,804558,,Raudi Rodriguez,LAA,1594.0,1595,10-team dynasty startup snake,Reserve / Late,,,1594.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,836055,,Zach Daudet,HOU,1595.0,1596,10-team dynasty startup snake,Reserve / Late,,,1595.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,699393,,Pedro Ramirez,CHC,1596.0,1597,10-team dynasty startup snake,Reserve / Late,,,1596.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,814409,,Seaver King,WSH,1597.0,1598,10-team dynasty startup snake,Reserve / Late,,,1597.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,594807,,Adam Duvall,FA,1598.0,1599,10-team dynasty startup snake,Reserve / Late,,,1598.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,694197,,Angel Genao,CLE,1599.0,1600,10-team dynasty startup snake,Reserve / Late,,,1599.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,621028,,Kevin Newman,KC,1600.0,1601,10-team dynasty startup snake,Reserve / Late,,,1600.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,621466,,DJ Stewart,FA,1601.0,1602,10-team dynasty startup snake,Reserve / Late,,,1601.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,605204,,J.D. Davis,FA,1602.0,1603,10-team dynasty startup snake,Reserve / Late,,,1602.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,641511,,Jason Delay,BOS,1603.0,1604,10-team dynasty startup snake,Reserve / Late,,,1603.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,686796,,Blake Walston,AZ,1604.0,1605,10-team dynasty startup snake,Reserve / Late,,,1604.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,622569,,Pablo Reyes,SD,1605.0,1606,10-team dynasty startup snake,Reserve / Late,,,1605.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,696155,,Sean Sullivan,COL,1606.0,1607,10-team dynasty startup snake,Reserve / Late,,,1606.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,595751,,Jorge Alfaro,KC,1607.0,1608,10-team dynasty startup snake,Reserve / Late,,,1607.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,815394,,Theo Gillen,TB,1608.0,1609,10-team dynasty startup snake,Reserve / Late,,,1608.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,806956,,Ethan Salas,SD,1609.0,1610,10-team dynasty startup snake,Reserve / Late,,,1609.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,664913,,Seth Brown,NYY,1610.0,1611,10-team dynasty startup snake,Reserve / Late,,,1610.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,695380,,Alex Hoppe,SEA,1612.0,1612,10-team dynasty startup snake,Reserve / Late,,,1612.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,670351,,Jose Rojas,NYM,1613.0,1613,10-team dynasty startup snake,Reserve / Late,,,1613.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,664731,,P.J. Higgins,CIN,1614.0,1614,10-team dynasty startup snake,Reserve / Late,,,1614.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,645801,,Mike Ford,FA,1615.0,1615,10-team dynasty startup snake,Reserve / Late,,,1615.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,646241,,Enmanuel De Jesus,DET,1616.0,1616,10-team dynasty startup snake,Reserve / Late,,,1616.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,682982,,Daniel Espino,CLE,1617.0,1617,10-team dynasty startup snake,Reserve / Late,,,1617.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,571745,,Mitch Haniger,FA,1618.0,1618,10-team dynasty startup snake,Reserve / Late,,,1618.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,592273,,Brandon Drury,KC,1619.0,1619,10-team dynasty startup snake,Reserve / Late,,,1619.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,608841,,Joey Meneses,ATH,1620.0,1620,10-team dynasty startup snake,Reserve / Late,,,1620.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,656582,,Connor Joe,SEA,1621.0,1621,10-team dynasty startup snake,Reserve / Late,,,1621.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,572191,,Michael A. Taylor,FA,1622.0,1622,10-team dynasty startup snake,Reserve / Late,,,1622.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,663773,,Bryan Hoeing,SD,1623.0,1623,10-team dynasty startup snake,Reserve / Late,,,1623.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,605346,,Jack Lopez,FA,1624.0,1624,10-team dynasty startup snake,Reserve / Late,,,1624.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,502171,,Alex Cobb,FA,1625.0,1625,10-team dynasty startup snake,Reserve / Late,,,1625.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,592669,,Hunter Renfroe,FA,1626.0,1626,10-team dynasty startup snake,Reserve / Late,,,1626.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,592696,,Eddie Rosario,FA,1627.0,1627,10-team dynasty startup snake,Reserve / Late,,,1627.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,685112,,Zach McCambley,MIA,1628.0,1628,10-team dynasty startup snake,Reserve / Late,,,1628.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,641540,,Dane Dunning,SEA,1629.0,1629,10-team dynasty startup snake,Reserve / Late,,,1629.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,805871,,Joel Hurtado,LAA,1630.0,1630,10-team dynasty startup snake,Reserve / Late,,,1630.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,572138,,Jon Singleton,FA,1631.0,1631,10-team dynasty startup snake,Reserve / Late,,,1631.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,675916,,James Karinchak,ATL,1632.0,1632,10-team dynasty startup snake,Reserve / Late,,,1632.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,671936,,Adam Macko,TOR,1633.0,1633,10-team dynasty startup snake,Reserve / Late,,,1633.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,693739,,Alexander Alberto,TB,1634.0,1634,10-team dynasty startup snake,Reserve / Late,,,1634.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,800049,,Adam Mazur,MIA,1635.0,1635,10-team dynasty startup snake,Reserve / Late,,,1635.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,687268,,K.C. Hunt,MIL,1636.0,1636,10-team dynasty startup snake,Reserve / Late,,,1636.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,663474,,Triston McKenzie,SD,1637.0,1637,10-team dynasty startup snake,Reserve / Late,,,1637.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,829272,,Shinnosuke Ogasawara,WSH,1638.0,1638,10-team dynasty startup snake,Reserve / Late,,,1638.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,573186,,Marcus Stroman,FA,1639.0,1639,10-team dynasty startup snake,Reserve / Late,,,1639.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,646242,,Jhonathan Diaz,SEA,1640.0,1640,10-team dynasty startup snake,Reserve / Late,,,1640.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,694677,,Collin Baumgartner,COL,1641.0,1641,10-team dynasty startup snake,Reserve / Late,,,1641.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,676092,,Collin Snider,CHC,1642.0,1642,10-team dynasty startup snake,Reserve / Late,,,1642.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,674370,,Osvaldo Bido,ATL,1643.0,1643,10-team dynasty startup snake,Reserve / Late,,,1643.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,694795,,Josh Ekness,MIA,1644.0,1644,10-team dynasty startup snake,Reserve / Late,,,1644.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,800212,,Francis Pena,SD,1645.0,1645,10-team dynasty startup snake,Reserve / Late,,,1645.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,681313,,Jake Miller,CLE,1646.0,1646,10-team dynasty startup snake,Reserve / Late,,,1646.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,502110,,J.D. Martinez,FA,1647.0,1647,10-team dynasty startup snake,Reserve / Late,,,1647.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,607680,,Kevin Pillar,FA,1648.0,1648,10-team dynasty startup snake,Reserve / Late,,,1648.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,506702,,Sandy Leon,ATL,1649.0,1649,10-team dynasty startup snake,Reserve / Late,,,1649.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,663432,,Tanner Rainey,DET,1650.0,1650,10-team dynasty startup snake,Reserve / Late,,,1650.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,594835,,Marco Gonzales,SD,1651.0,1651,10-team dynasty startup snake,Reserve / Late,,,1651.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,456781,,Donovan Solano,FA,1652.0,1652,10-team dynasty startup snake,Reserve / Late,,,1652.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
